Name,Category,Request Priority,Request Type,Location,User Group,Start Date,End Date,Total Number of Requests,Total Similar Requests
Toilet seat,Plumbing,Low,Repair,Block 2,Other Servers,2021-07-28,2021-08-10,37,37
Florescent Light bulb,Lighting,Medium,Repair,Block 6,Teacher,2021-08-16,2021-08-18,61,60
Window Glass,Windows,High,Replacement,Block 38,Admin Staff,2019-02-15,2019-02-25,47,43
Bed Mattress,Furniture,Low,Replacement,Block 5,Teacher,2019-12-18,2020-01-03,61,57
Florescent Light bulb,Lighting,Low,Repair,Block 20,Student,2019-09-29,2019-10-07,60,31
Chair,Furniture,Medium,Replacement,Block 28,Student,2023-03-09,2023-03-20,60,45
Bed Mattress,Furniture,Low,Repair,Block 3,Student,2019-05-02,2019-05-18,66,54
Monitor,Computers,Low,Replacement,Block 50,Admin Staff,2019-09-19,2019-09-28,61,61
Florescent Light bulb,Lighting,Medium,Repair,Block 11,Admin Staff,2023-05-31,2023-06-02,61,60
Bed Mattress,Furniture,Low,Repair,Block 39,Teacher,2021-03-05,2021-03-21,61,60
Door Handle,Doors,Medium,Repair,Block 38,Teacher,2020-04-13,2020-04-18,14,9
Socket,Electrical,Medium,Repair,Block 5,Teacher,2022-05-09,2022-05-13,85,80
Battery,Computers,High,Replacement,Block 16,Teacher,2021-11-17,2021-11-24,65,44
Florescent Light bulb,Lighting,Medium,Replacement,Block 4,Student,2023-03-28,2023-04-03,66,53
Bed Frame,Furniture,Medium,Repair,Block 14,Admin Staff,2022-04-27,2022-05-04,72,69
Window Glass,Windows,High,Repair,Block 37,Student,2019-08-04,2019-08-13,49,38
RAM,Computers,High,Replacement,Block 12,Teacher,2023-07-19,2023-07-24,64,36
Valve,Plumbing,Medium,Repair,Block 28,Other Servers,2022-04-07,2022-04-18,37,20
Toilet seat,Plumbing,Medium,Repair,Block 27,Other Servers,2021-07-23,2021-08-01,31,17
Toilet seat,Plumbing,High,Repair,Block 26,Other Servers,2022-01-20,2022-01-28,25,16
Battery,Computers,Medium,Repair,Block 25,Admin Staff,2019-12-16,2019-12-20,65,37
Mouse,Computers,Medium,Replacement,Block 34,Admin Staff,2020-05-29,2020-06-03,60,32
Keyboard,Computers,Low,Repair,Block 17,Admin Staff,2021-03-08,2021-03-13,56,55
Florescent Light bulb,Lighting,Low,Replacement,Block 46,Teacher,2023-11-11,2023-11-18,74,46
Door Handle,Doors,High,Repair,Block 36,Admin Staff,2020-09-01,2020-09-04,15,12
Window Glass,Windows,High,Repair,Block 43,Teacher,2023-08-24,2023-08-30,54,41
Locker Handle,Furniture,Medium,Replacement,Block 24,Admin Staff,2022-08-05,2022-08-13,66,52
Florescent Light bulb,Lighting,High,Repair,Block 26,Admin Staff,2022-02-15,2022-02-15,71,71
Fuse,Electrical,High,Replacement,Block 39,Student,2019-10-07,2019-10-13,99,90
Socket,Electrical,High,Replacement,Block 2,Admin Staff,2021-10-18,2021-10-23,93,77
Florescent Light bulb,Lighting,Medium,Repair,Block 17,Teacher,2023-04-14,2023-04-16,65,65
Florescent Light bulb,Lighting,High,Replacement,Block 40,Student,2021-09-30,2021-10-07,70,48
Door Cylinder,Doors,Medium,Replacement,Block 11,Student,2021-10-15,2021-10-26,18,16
Fuse,Electrical,Medium,Replacement,Block 24,Teacher,2021-05-07,2021-05-13,98,74
Socket,Electrical,Low,Repair,Block 42,Admin Staff,2021-10-12,2021-10-17,99,76
Locker Handle,Furniture,High,Replacement,Block 33,Student,2022-01-31,2022-02-12,64,45
Window Glass,Windows,Medium,Replacement,Block 6,Teacher,2020-03-14,2020-03-23,46,40
Fuse,Electrical,High,Repair,Block 40,Admin Staff,2022-01-04,2022-01-06,100,58
Window Glass,Windows,Low,Repair,Block 20,Teacher,2022-06-17,2022-06-25,44,38
Door Handle,Doors,Low,Replacement,Block 25,Admin Staff,2023-06-26,2023-07-08,14,13
Florescent Light bulb,Lighting,High,Repair,Block 1,Student,2020-05-06,2020-05-09,59,43
Window Lock,Windows,Low,Repair,Block 38,Student,2021-02-19,2021-03-02,54,39
Florescent Light bulb,Lighting,High,Repair,Block 7,Student,2019-10-28,2019-10-31,64,64
Fuse,Electrical,Medium,Replacement,Block 46,Admin Staff,2022-05-01,2022-05-07,93,51
Florescent Light bulb,Lighting,Medium,Repair,Block 9,Admin Staff,2022-10-18,2022-10-20,72,64
Monitor,Computers,Medium,Replacement,Block 11,Teacher,2020-01-03,2020-01-12,66,46
Door Handle,Doors,Medium,Repair,Block 31,Teacher,2019-03-25,2019-03-30,25,21
Fuse,Electrical,High,Repair,Block 45,Student,2022-07-05,2022-07-10,95,57
Bed Frame,Furniture,Medium,Repair,Block 21,Student,2019-12-16,2019-12-27,60,32
Monitor,Computers,High,Repair,Block 48,Teacher,2021-03-22,2021-03-26,54,49
Door Handle,Doors,Medium,Repair,Block 33,Teacher,2019-12-30,2020-01-04,22,22
Window Lock,Windows,High,Repair,Block 21,Student,2020-12-18,2020-12-26,37,28
Valve,Plumbing,High,Repair,Block 44,Other Servers,2020-06-16,2020-06-25,33,18
Fuse,Electrical,Low,Replacement,Block 49,Student,2021-02-23,2021-03-07,81,78
Door Cylinder,Doors,Medium,Repair,Block 12,Student,2019-08-02,2019-08-10,20,13
Fuse,Electrical,Medium,Repair,Block 41,Admin Staff,2020-04-28,2020-05-01,98,65
Window Glass,Windows,Low,Replacement,Block 15,Teacher,2022-07-24,2022-08-05,45,27
Chair,Furniture,Medium,Replacement,Block 4,Student,2022-04-11,2022-04-23,67,49
Florescent Light bulb,Lighting,Low,Replacement,Block 33,Admin Staff,2023-03-25,2023-04-04,59,48
Door Cylinder,Doors,Low,Replacement,Block 3,Admin Staff,2021-05-17,2021-05-27,19,17
Socket,Electrical,High,Repair,Block 6,Admin Staff,2023-01-02,2023-01-04,99,52
Valve,Plumbing,Low,Repair,Block 44,Other Servers,2019-10-28,2019-11-11,27,16
Florescent Light bulb,Lighting,High,Replacement,Block 3,Admin Staff,2022-05-03,2022-05-06,70,38
Window Glass,Windows,Low,Repair,Block 40,Student,2023-07-16,2023-07-31,41,33
Florescent Light bulb,Lighting,Low,Repair,Block 36,Teacher,2020-11-15,2020-11-19,67,61
Socket,Electrical,High,Replacement,Block 19,Teacher,2020-08-22,2020-08-26,87,61
Window Glass,Windows,Medium,Replacement,Block 25,Student,2023-07-15,2023-07-29,54,32
Window Lock,Windows,Medium,Repair,Block 47,Admin Staff,2022-10-06,2022-10-11,51,45
Florescent Light bulb,Lighting,High,Replacement,Block 47,Teacher,2020-12-22,2020-12-25,55,37
Window Lock,Windows,High,Repair,Block 13,Teacher,2022-01-17,2022-01-20,56,44
Battery,Computers,Medium,Replacement,Block 16,Teacher,2023-10-25,2023-11-01,70,39
Toilet seat,Plumbing,Medium,Repair,Block 19,Other Servers,2020-01-14,2020-01-23,42,34
Florescent Light bulb,Lighting,High,Replacement,Block 38,Student,2020-08-06,2020-08-10,69,62
Door Cylinder,Doors,Low,Replacement,Block 46,Student,2022-12-28,2023-01-13,18,15
Monitor,Computers,Low,Replacement,Block 41,Admin Staff,2023-08-24,2023-09-05,63,48
Florescent Light bulb,Lighting,Medium,Replacement,Block 33,Student,2023-08-09,2023-08-15,63,62
Pipe,Plumbing,Low,Repair,Block 10,Other Servers,2021-03-26,2021-04-08,42,37
Window Glass,Windows,Medium,Replacement,Block 47,Student,2019-08-16,2019-08-27,51,47
Bed Chipwood,Furniture,Low,Repair,Block 47,Student,2019-11-01,2019-11-18,61,53
Fuse,Electrical,Medium,Replacement,Block 31,Teacher,2021-01-28,2021-02-04,98,98
Door Cylinder,Doors,High,Replacement,Block 3,Student,2019-03-21,2019-04-01,15,9
Window Glass,Windows,Low,Repair,Block 5,Admin Staff,2023-03-16,2023-03-24,55,40
Valve,Plumbing,Low,Repair,Block 21,Other Servers,2022-07-01,2022-07-15,39,26
Pipe,Plumbing,Low,Replacement,Block 18,Other Servers,2021-04-19,2021-05-06,27,27
Socket,Electrical,Low,Repair,Block 21,Admin Staff,2019-05-13,2019-05-19,84,70
Window Glass,Windows,High,Replacement,Block 8,Teacher,2020-11-07,2020-11-17,46,35
Door Cylinder,Doors,High,Replacement,Block 20,Student,2023-08-06,2023-08-18,13,9
Hard drive,Computers,Medium,Repair,Block 46,Teacher,2020-03-13,2020-03-18,69,51
Florescent Light bulb,Lighting,High,Repair,Block 30,Teacher,2019-05-08,2019-05-09,57,37
Pipe,Plumbing,Low,Repair,Block 8,Other Servers,2020-05-04,2020-05-18,36,25
Fuse,Electrical,Medium,Repair,Block 20,Admin Staff,2021-08-18,2021-08-21,87,69
Valve,Plumbing,High,Repair,Block 50,Other Servers,2020-03-26,2020-04-04,35,20
Florescent Light bulb,Lighting,Low,Replacement,Block 13,Student,2022-06-04,2022-06-12,62,33
Monitor,Computers,High,Replacement,Block 49,Admin Staff,2019-01-30,2019-02-05,57,43
Pipe,Plumbing,Low,Repair,Block 35,Other Servers,2022-11-25,2022-12-09,28,27
Window Lock,Windows,Medium,Repair,Block 33,Student,2019-12-31,2020-01-08,48,26
Door Handle,Doors,High,Replacement,Block 31,Student,2020-04-04,2020-04-13,19,17
RAM,Computers,High,Repair,Block 47,Admin Staff,2022-01-04,2022-01-06,71,49
Bed Frame,Furniture,Medium,Repair,Block 3,Student,2019-05-13,2019-05-24,54,42
Pipe,Plumbing,Low,Repair,Block 25,Other Servers,2021-01-12,2021-01-23,24,22
Door Cylinder,Doors,Medium,Repair,Block 30,Teacher,2023-05-10,2023-05-16,27,19
Florescent Light bulb,Lighting,Medium,Repair,Block 16,Teacher,2019-07-31,2019-08-02,63,34
Window Lock,Windows,Low,Replacement,Block 12,Teacher,2022-05-27,2022-06-06,54,52
Door Handle,Doors,Medium,Repair,Block 17,Admin Staff,2022-01-21,2022-01-26,16,12
Door Cylinder,Doors,Low,Repair,Block 16,Admin Staff,2020-08-11,2020-08-20,27,21
RAM,Computers,Medium,Repair,Block 7,Teacher,2023-07-18,2023-07-22,63,46
Window Glass,Windows,High,Repair,Block 44,Teacher,2023-02-11,2023-02-17,48,35
Door Handle,Doors,High,Replacement,Block 46,Teacher,2019-02-25,2019-03-02,13,11
Pipe,Plumbing,High,Repair,Block 11,Other Servers,2023-04-21,2023-04-30,40,28
Socket,Electrical,Low,Replacement,Block 26,Teacher,2020-03-11,2020-03-20,84,84
Socket,Electrical,Low,Replacement,Block 19,Teacher,2023-02-27,2023-03-10,92,59
Battery,Computers,High,Replacement,Block 22,Teacher,2019-02-25,2019-03-02,53,49
Valve,Plumbing,Medium,Replacement,Block 26,Other Servers,2022-11-09,2022-11-23,29,28
Bed Chipwood,Furniture,High,Repair,Block 8,Teacher,2023-06-07,2023-06-15,73,65
Door Handle,Doors,High,Replacement,Block 22,Admin Staff,2023-09-01,2023-09-07,26,20
RAM,Computers,Medium,Replacement,Block 8,Admin Staff,2022-11-13,2022-11-19,57,49
Socket,Electrical,Low,Repair,Block 37,Teacher,2022-01-25,2022-02-02,87,58
Bed Chipwood,Furniture,Low,Repair,Block 45,Student,2021-04-19,2021-05-06,63,39
Socket,Electrical,High,Repair,Block 38,Admin Staff,2020-04-28,2020-05-01,93,49
Window Glass,Windows,Medium,Replacement,Block 12,Teacher,2023-04-19,2023-04-29,56,36
Hard drive,Computers,High,Repair,Block 1,Teacher,2020-02-04,2020-02-07,61,44
Locker Cylinder,Furniture,Low,Repair,Block 3,Student,2019-10-12,2019-10-26,64,40
Door Cylinder,Doors,Low,Repair,Block 16,Admin Staff,2019-07-19,2019-07-27,26,23
RAM,Computers,Low,Replacement,Block 25,Teacher,2021-03-25,2021-04-05,56,41
Bed Mattress,Furniture,High,Repair,Block 6,Teacher,2020-08-05,2020-08-16,67,67
Window Lock,Windows,Low,Replacement,Block 23,Student,2019-01-29,2019-02-13,42,22
Bed Frame,Furniture,Low,Replacement,Block 38,Admin Staff,2023-02-07,2023-02-18,60,56
Door Cylinder,Doors,High,Replacement,Block 18,Teacher,2022-03-09,2022-03-16,22,20
Window Glass,Windows,Low,Replacement,Block 26,Teacher,2021-01-25,2021-02-09,44,23
Socket,Electrical,Low,Replacement,Block 15,Teacher,2022-01-25,2022-02-04,83,51
Door Handle,Doors,Medium,Replacement,Block 30,Teacher,2021-11-24,2021-12-01,19,11
RAM,Computers,High,Replacement,Block 5,Admin Staff,2019-09-14,2019-09-18,71,44
Door Cylinder,Doors,Low,Replacement,Block 40,Student,2019-04-13,2019-04-26,27,20
Florescent Light bulb,Lighting,Low,Replacement,Block 15,Student,2023-01-24,2023-02-06,70,63
CPU,Computers,High,Repair,Block 36,Admin Staff,2019-12-21,2019-12-27,59,35
Socket,Electrical,Low,Repair,Block 44,Teacher,2023-06-06,2023-06-11,96,89
Door Cylinder,Doors,High,Repair,Block 4,Admin Staff,2022-08-04,2022-08-09,25,14
Window Lock,Windows,High,Replacement,Block 42,Student,2021-12-02,2021-12-13,39,23
Bed Chipwood,Furniture,High,Replacement,Block 36,Student,2020-07-04,2020-07-18,54,32
Door Handle,Doors,Low,Repair,Block 41,Admin Staff,2019-02-24,2019-03-02,13,12
Door Cylinder,Doors,Low,Repair,Block 35,Admin Staff,2020-09-23,2020-09-30,16,12
Florescent Light bulb,Lighting,Medium,Repair,Block 22,Student,2023-09-20,2023-09-24,55,53
Door Handle,Doors,Low,Repair,Block 4,Student,2021-07-14,2021-07-24,13,13
Socket,Electrical,Low,Repair,Block 21,Student,2021-03-02,2021-03-12,81,42
Window Lock,Windows,High,Replacement,Block 8,Admin Staff,2021-11-21,2021-11-28,42,32
Florescent Light bulb,Lighting,Medium,Repair,Block 4,Teacher,2019-12-21,2019-12-23,69,37
CPU,Computers,High,Repair,Block 27,Admin Staff,2023-03-27,2023-04-02,63,45
Fuse,Electrical,Medium,Replacement,Block 6,Admin Staff,2022-11-03,2022-11-09,91,58
Socket,Electrical,Low,Repair,Block 29,Student,2022-09-16,2022-09-24,82,73
Toilet seat,Plumbing,Low,Repair,Block 12,Other Servers,2021-03-07,2021-03-19,27,17
Window Lock,Windows,Medium,Repair,Block 27,Teacher,2020-06-06,2020-06-11,39,22
Window Glass,Windows,Medium,Repair,Block 12,Admin Staff,2020-08-20,2020-08-27,52,45
Locker Handle,Furniture,Medium,Replacement,Block 22,Student,2023-06-17,2023-06-29,64,58
Locker Cylinder,Furniture,Low,Replacement,Block 32,Admin Staff,2022-01-26,2022-02-07,56,40
Door Cylinder,Doors,High,Replacement,Block 41,Teacher,2022-02-05,2022-02-11,14,9
Door Cylinder,Doors,Medium,Repair,Block 6,Admin Staff,2019-05-08,2019-05-14,22,17
Shower Head,Plumbing,High,Repair,Block 7,Other Servers,2023-10-01,2023-10-08,42,41
Window Glass,Windows,Medium,Replacement,Block 9,Student,2021-10-11,2021-10-25,53,53
Shower Head,Plumbing,High,Repair,Block 36,Other Servers,2022-04-19,2022-04-25,40,25
Locker Handle,Furniture,High,Replacement,Block 28,Admin Staff,2023-08-20,2023-08-27,66,64
Door Cylinder,Doors,Low,Replacement,Block 11,Teacher,2019-10-07,2019-10-18,26,23
Pipe,Plumbing,Low,Repair,Block 29,Other Servers,2020-10-06,2020-10-20,38,20
Fuse,Electrical,High,Repair,Block 50,Teacher,2021-09-08,2021-09-09,97,92
Bed Chipwood,Furniture,High,Replacement,Block 38,Teacher,2019-03-02,2019-03-13,55,42
Window Glass,Windows,Medium,Replacement,Block 16,Student,2023-04-01,2023-04-12,38,22
Pipe,Plumbing,Low,Repair,Block 50,Other Servers,2019-03-12,2019-03-24,31,27
Florescent Light bulb,Lighting,High,Repair,Block 35,Teacher,2019-04-15,2019-04-16,63,41
Florescent Light bulb,Lighting,Low,Repair,Block 42,Student,2023-02-15,2023-02-22,61,34
Fuse,Electrical,Low,Replacement,Block 36,Student,2023-09-23,2023-10-06,95,69
Florescent Light bulb,Lighting,Low,Replacement,Block 27,Student,2021-11-08,2021-11-19,69,65
Florescent Light bulb,Lighting,Low,Repair,Block 27,Teacher,2019-07-17,2019-07-22,69,60
Monitor,Computers,Low,Replacement,Block 6,Admin Staff,2020-03-04,2020-03-12,54,39
Toilet seat,Plumbing,High,Repair,Block 7,Other Servers,2023-02-25,2023-03-05,28,28
Window Lock,Windows,Medium,Repair,Block 2,Student,2022-02-05,2022-02-14,40,36
RAM,Computers,High,Repair,Block 14,Admin Staff,2020-06-30,2020-07-02,64,57
Door Cylinder,Doors,High,Repair,Block 26,Student,2020-08-20,2020-08-27,19,16
Florescent Light bulb,Lighting,Low,Repair,Block 43,Student,2019-11-20,2019-11-27,67,44
Florescent Light bulb,Lighting,Medium,Replacement,Block 17,Teacher,2022-07-15,2022-07-20,74,74
Window Lock,Windows,Medium,Replacement,Block 35,Teacher,2021-01-29,2021-02-05,43,43
Toilet seat,Plumbing,Medium,Replacement,Block 39,Other Servers,2021-01-26,2021-02-08,39,39
Socket,Electrical,High,Replacement,Block 39,Teacher,2021-01-06,2021-01-11,92,50
Socket,Electrical,Low,Repair,Block 15,Teacher,2022-02-04,2022-02-09,92,86
Florescent Light bulb,Lighting,Low,Replacement,Block 38,Student,2019-03-21,2019-03-31,73,65
Socket,Electrical,High,Repair,Block 15,Admin Staff,2019-05-05,2019-05-07,88,75
Window Lock,Windows,Medium,Replacement,Block 18,Student,2023-06-17,2023-06-28,38,32
Window Glass,Windows,Medium,Repair,Block 31,Admin Staff,2020-05-21,2020-05-28,44,23
Fuse,Electrical,Low,Repair,Block 7,Student,2022-07-28,2022-08-05,83,60
Locker Cylinder,Furniture,Low,Repair,Block 50,Teacher,2020-03-23,2020-04-01,64,64
Florescent Light bulb,Lighting,Low,Repair,Block 20,Admin Staff,2022-11-06,2022-11-10,67,51
RAM,Computers,Medium,Repair,Block 29,Admin Staff,2021-12-06,2021-12-10,55,51
Door Cylinder,Doors,High,Replacement,Block 38,Student,2022-07-23,2022-08-01,16,15
RAM,Computers,Low,Replacement,Block 38,Teacher,2020-05-01,2020-05-11,60,48
Chair,Furniture,Medium,Replacement,Block 31,Teacher,2020-03-25,2020-04-01,70,70
Door Handle,Doors,Medium,Replacement,Block 46,Student,2019-05-20,2019-05-30,22,22
Mouse,Computers,High,Repair,Block 25,Teacher,2023-08-11,2023-08-12,55,32
Window Lock,Windows,Medium,Repair,Block 32,Student,2021-02-12,2021-02-19,41,34
Valve,Plumbing,Low,Replacement,Block 20,Other Servers,2019-03-06,2019-03-24,32,22
Shower Head,Plumbing,Low,Replacement,Block 34,Other Servers,2020-08-26,2020-09-07,28,15
Socket,Electrical,Low,Replacement,Block 21,Admin Staff,2021-01-12,2021-01-20,83,60
Bed Chipwood,Furniture,High,Replacement,Block 15,Admin Staff,2019-08-21,2019-09-01,65,40
Fuse,Electrical,Low,Repair,Block 22,Student,2022-07-21,2022-08-01,85,44
Pipe,Plumbing,High,Repair,Block 26,Other Servers,2022-05-28,2022-06-06,33,33
Florescent Light bulb,Lighting,High,Repair,Block 26,Admin Staff,2020-11-17,2020-11-18,66,38
Florescent Light bulb,Lighting,Low,Replacement,Block 1,Student,2023-02-15,2023-02-26,67,36
Florescent Light bulb,Lighting,Low,Repair,Block 10,Student,2021-03-27,2021-04-05,61,50
Monitor,Computers,Medium,Repair,Block 32,Admin Staff,2020-12-03,2020-12-08,69,60
Door Cylinder,Doors,High,Repair,Block 41,Teacher,2022-02-25,2022-03-01,27,24
Florescent Light bulb,Lighting,Low,Replacement,Block 26,Teacher,2023-11-06,2023-11-14,58,40
Monitor,Computers,Medium,Repair,Block 29,Teacher,2021-12-12,2021-12-17,60,46
Door Handle,Doors,Medium,Repair,Block 8,Teacher,2021-09-21,2021-09-26,24,20
Pipe,Plumbing,High,Replacement,Block 30,Other Servers,2020-07-11,2020-07-23,42,37
Locker Cylinder,Furniture,High,Repair,Block 29,Admin Staff,2023-10-22,2023-10-28,66,34
Keyboard,Computers,High,Replacement,Block 32,Admin Staff,2023-04-27,2023-05-02,65,55
Locker Cylinder,Furniture,High,Repair,Block 36,Admin Staff,2022-07-22,2022-07-28,55,35
Florescent Light bulb,Lighting,High,Replacement,Block 33,Admin Staff,2021-11-25,2021-11-30,59,33
Florescent Light bulb,Lighting,Low,Replacement,Block 17,Teacher,2022-04-26,2022-05-01,68,49
Pipe,Plumbing,Low,Replacement,Block 1,Other Servers,2023-06-18,2023-07-02,42,33
Florescent Light bulb,Lighting,Medium,Replacement,Block 25,Student,2021-02-07,2021-02-14,71,55
CPU,Computers,Low,Replacement,Block 7,Teacher,2019-04-15,2019-04-26,59,41
Door Handle,Doors,Medium,Repair,Block 18,Admin Staff,2020-03-06,2020-03-11,27,27
Florescent Light bulb,Lighting,High,Repair,Block 10,Admin Staff,2023-04-05,2023-04-06,74,61
Florescent Light bulb,Lighting,Medium,Repair,Block 18,Admin Staff,2022-08-26,2022-08-28,56,51
Shower Head,Plumbing,Low,Replacement,Block 41,Other Servers,2019-02-15,2019-03-01,38,22
Socket,Electrical,Medium,Replacement,Block 41,Teacher,2020-06-27,2020-07-04,97,65
Door Cylinder,Doors,Low,Replacement,Block 29,Student,2023-08-21,2023-09-03,16,10
Fuse,Electrical,Medium,Repair,Block 13,Student,2021-12-25,2022-01-01,85,55
Door Cylinder,Doors,Medium,Replacement,Block 17,Teacher,2023-10-20,2023-10-30,28,22
Locker Handle,Furniture,High,Replacement,Block 12,Teacher,2023-09-22,2023-09-30,71,58
Hard drive,Computers,Low,Repair,Block 46,Teacher,2020-11-06,2020-11-15,55,46
Fuse,Electrical,Medium,Repair,Block 38,Teacher,2019-03-02,2019-03-05,81,74
Florescent Light bulb,Lighting,Medium,Repair,Block 13,Teacher,2019-05-28,2019-05-30,69,44
Chair,Furniture,High,Replacement,Block 8,Admin Staff,2020-06-27,2020-07-03,68,43
Door Handle,Doors,Low,Replacement,Block 27,Teacher,2021-04-20,2021-04-30,23,13
Socket,Electrical,Medium,Repair,Block 12,Teacher,2023-04-17,2023-04-21,100,90
Toilet seat,Plumbing,Medium,Replacement,Block 49,Other Servers,2020-03-28,2020-04-09,40,23
Valve,Plumbing,High,Replacement,Block 43,Other Servers,2020-01-10,2020-01-22,28,27
Valve,Plumbing,High,Replacement,Block 39,Other Servers,2021-03-16,2021-03-28,26,24
Socket,Electrical,Low,Replacement,Block 42,Teacher,2022-07-22,2022-07-30,95,78
Door Handle,Doors,Medium,Repair,Block 30,Admin Staff,2021-07-01,2021-07-06,14,8
Window Lock,Windows,Medium,Replacement,Block 45,Teacher,2020-06-19,2020-06-26,44,41
Mouse,Computers,Medium,Repair,Block 28,Admin Staff,2019-10-17,2019-10-19,56,50
Door Handle,Doors,Medium,Replacement,Block 46,Student,2019-03-07,2019-03-18,22,16
Monitor,Computers,Low,Replacement,Block 30,Admin Staff,2021-12-02,2021-12-14,59,41
Door Cylinder,Doors,High,Repair,Block 8,Admin Staff,2022-02-23,2022-02-27,12,10
Chair,Furniture,High,Repair,Block 14,Student,2023-04-25,2023-04-30,70,36
Battery,Computers,Medium,Repair,Block 5,Admin Staff,2023-07-23,2023-07-27,55,48
Window Glass,Windows,Low,Replacement,Block 49,Teacher,2019-01-08,2019-01-18,49,38
Window Glass,Windows,Low,Repair,Block 32,Admin Staff,2022-09-12,2022-09-22,54,34
Pipe,Plumbing,Low,Repair,Block 25,Other Servers,2023-08-18,2023-08-30,43,43
Pipe,Plumbing,Medium,Repair,Block 45,Other Servers,2022-09-13,2022-09-23,26,16
Mouse,Computers,Medium,Repair,Block 27,Admin Staff,2023-10-26,2023-10-28,66,39
